id	re	R1_High	R1_Unsorted	R1_Low	R1_Medium	R1_Negative	R2_High	R2_Unsorted	R2_Low	R2_Medium	R2_Negative
gRNA_6155	RE123	854.7377749940644	659.2611841794275	611.6778363917391	724.4281213610603	675.7478313446154	576.1680957530193	661.5814411828943	576.3934801348857	641.0668347001446	605.8490465073995
gRNA_2268	RE55	876.426622802449	732.3279149197166	800.9194823811994	689.1111737084997	573.3919098321222	712.4006123693206	631.5641344141604	671.1430933077437	624.6539789924601	520.3295382418992
gRNA_6161	RE123	540.2494817724883	527.2428865918595	446.85446730414475	528.031436854138	613.1417822641583	429.52290270744663	523.5018300467185	498.5634407428953	487.5583607282726	665.6096667411225
gRNA_5377	RE111	146.89265106587726	156.92741033993929	73.2548307055975	121.45584436612307	104.34341513409503	152.71925429598102	164.49484109266155	199.65097061423634	157.37032237368007	209.16217081803077
gRNA_6736	RE130	195.19963027546106	185.1577381259601	219.7644921167925	165.38668169003992	180.8619195657647	117.14260982930362	163.2941488219122	99.2614995144226	135.1646940632835	116.43017390363289
gRNA_3716	RE81	372.6538396167893	328.8002883313013	384.5878612043869	348.00114272279234	379.61128172594573	479.85083878225856	528.3045991297159	450.06066257107517	450.87080091109567	537.8455821035077
gRNA_3419	RE74	209.00162433534214	177.6850043002487	194.12530136983338	246.35724460078865	207.69308345738915	230.81432751551677	244.94122323286828	305.68029964100594	250.05468401707446	212.25323738184403
gRNA_3777	RE82	396.31440086229975	406.8488416220648	355.2859289221479	362.64475516409794	462.0922670224208	473.7767775318502	431.04852519901823	378.99845269143174	475.9728155228483	446.1439407103809
gRNA_4968	RE106	521.5182041197925	537.206531692808	485.9237103471301	519.4175471827816	529.6670501568824	716.7392275481836	673.5883638903878	639.559888916791	730.8548100421829	602.7579799435862
gRNA_1502	RE39	468.28194131739394	464.9701047109312	500.5746764882496	567.6553293423766	412.4049264823756	406.0943807415859	417.8409102207753	408.325713911602	372.6683707744816	368.8672766150493
gRNA_5923	RE120	110.41595247904868	107.10918483519666	153.83514448175475	131.79251197175057	106.33090875569684	15.61901464390715	28.816614497984503	19.17551695164982	35.722097716724925	30.910665638132627
gRNA_4189	RE88	410.1163949221808	365.33365370144594	367.4950673730808	363.5061441312336	248.43670270022625	247.30106519519654	289.3668372505944	270.7131804938798	290.6040922360595	293.65132356225996
BRDN0000737466	NT	287.87016182037695	219.20019222086756	279.5892705263638	302.34752746460424	256.3866771866335	256.84601858869536	261.75091502335925	279.7369531770091	289.6386301356075	314.2584339876817
gRNA_6769	RE130	447.57895022757236	435.0791694080856	433.42441500811856	459.1203194832879	434.2673563199955	347.0892143090478	310.9792981240828	298.9124701286589	335.9808109573047	261.71030240285626
gRNA_4263	RE90	446.5930935090094	391.903373970642	456.6217780648911	368.67447793404733	440.2298371848009	265.5232489464216	303.77514449958664	333.87958927578507	286.74224383425144	284.37812387082016
gRNA_3495	RE76	349.9791350898418	362.8427424262088	277.1474428361772	318.7139178401811	379.61128172594573	371.38545931068114	381.8201420982947	354.18307781282607	346.60089406227695	363.7154990086939
gRNA_1601	RE42	358.85184555690824	373.6366912855697	404.12248272587954	372.12003380258983	412.4049264823756	443.40647127980856	416.64021795002594	358.69496415439073	350.46274246408507	385.35296495538677
gRNA_3921	RE84	268.1530274491182	368.6548687350954	396.7969996553198	343.6941978871142	387.56125621235293	457.2900398521704	463.46721650925076	323.7278450072646	404.5286200893985	411.1118529871639
gRNA_3672	RE80	272.09645432337	339.5942371906622	279.5892705263638	280.81280328621364	266.32414529464256	253.37512644560488	300.1730676873386	359.8229357397819	270.329388126567	276.13527970065144
gRNA_2257	RE55	76.89682404790891	151.945587789465	123.31229835442247	140.40640164310682	145.08703437693214	78.96279625530838	151.28722611441864	187.24328317493354	117.78637625514705	159.70510579701858
gRNA_5717	RE116	592.4998878563238	545.5095692769318	608.0150948564593	564.2097734738342	592.2730992373394	370.5177362749085	379.418757556796	309.06421439717946	443.14710410747944	374.01905422140476
gRNA_3887	RE84	554.0514758323693	498.1822550474263	505.4583318686228	500.4669899057979	479.9797096168371	527.5756057497526	554.7198290862017	544.8102757439331	575.4154118694069	528.5723824120679
gRNA_5412	RE112	479.12636522158624	507.3155963899624	473.7145718961972	440.1697622063042	503.8296330760588	470.30588538875975	480.27690829974176	457.95646366881334	422.8723999979869	486.3278060399533
gRNA_3436	RE75	576.7261803593168	499.84286256425105	476.15639958638377	587.467275586496	456.1297861576154	257.71374162446796	223.3287623593799	281.99289634779143	263.5711534234028	200.91932664786208
gRNA_6805	RE133	682.2128492455508	689.9824232406854	682.49083940715	784.725349060554	799.9661826947286	547.5332355725228	611.1523658114214	545.9382473293242	480.80012602510845	454.3867848805496
gRNA_1169	RE31	578.6978937964426	557.1338218947051	512.7838149391825	635.705057746091	564.448188534914	587.4484952180634	519.8997532344705	515.4830145237628	548.3824730567502	501.78313885901963
gRNA_5968	RE121	822.2045032814875	719.873358543531	835.1050700438116	798.507572534724	829.7785870187556	555.3427428944765	560.7232904399485	602.3368265988826	559.0025561617225	621.3043793264658
gRNA_1509	RE39	344.0639947784642	351.21848980843555	310.1121166536961	310.9614171359605	293.15530918626695	416.5070571708573	575.1315976889407	437.65297513177234	435.42340730386326	544.0277152311343
gRNA_5744	RE116	620.1038759760859	612.7641737083343	601.9105256309928	562.4869955395628	616.1230226965611	535.3851130717062	501.88936917323014	459.0844352542045	501.074830134601	484.26709499741116
gRNA_344	RE14	421.94667554493606	420.9640055150752	405.34339657097286	438.4469842720329	404.4549519959683	398.28487341963233	355.4049121418089	367.71873683752005	432.5270210025072	299.8334566898865
gRNA_3021	RE65	457.4375174132017	373.6366912855697	450.51720883942465	500.4669899057979	401.47371156356564	452.0837016375347	527.1039068589665	435.39703196099003	482.7310502260125	372.9886987001337
gRNA_3618	RE79	953.3234468503579	847.740137339037	797.2567408459195	888.092025116829	864.5597253967874	673.3530757595527	642.3703648509046	585.4172528180151	560.9334803626265	597.6062023372308
gRNA_2051	RE50	187.31277652695758	319.6669469887652	266.1592182303376	287.70391502329863	260.3616644298371	304.57078555618943	260.5502227526099	254.9215782984035	330.18803835459255	296.7423901260732
gRNA_2598	RE59	627.0048730060264	800.4128231095316	592.1432148702464	638.2892246474978	1666.5134017131177	427.7874566359014	513.8962918807237	444.42080464411936	412.25231689301467	1104.5411188026058
gRNA_87	RE6	452.50823382038703	430.92765061602375	446.85446730414475	493.5758781687129	410.4174328607738	583.9776030749729	564.3253672521965	612.488570867403	488.52382282872463	504.8742054228329
gRNA_5552	RE112	506.7303533413484	472.44283853664257	466.38908882563743	480.6550436616785	518.7358352380724	680.2948600457337	615.9551348944187	710.6220987964344	708.6491817317864	648.0936228795141
gRNA_3435	RE75	539.2636250539252	482.4064836375911	529.8766087704886	555.5958838024778	487.92968410324437	614.3479093270146	631.5641344141604	594.4410255011444	667.1343114123492	632.6382900604477
gRNA_80	RE5	426.8759591377507	340.42454094907464	327.2049104850022	348.00114272279234	369.6738136179367	365.3113980602728	420.242294762274	311.32015756796176	307.98241004419594	379.1708318277602
gRNA_2355	RE56	234.63389901797845	242.44869745641412	291.79840897729673	280.81280328621364	319.9864730778914	413.90388806353945	613.5537503529201	583.1613096472328	561.8989424630786	637.7900676668032
gRNA_2298	RE55	219.84604823953444	437.5700806833228	457.8426919099844	389.3478131453023	324.9552071318959	286.3486018049644	439.4533710942637	574.1375369641034	434.4579452034112	440.99216310402545
gRNA_1261	RE33	673.3401387784844	654.2793616289532	682.49083940715	718.3983985911109	698.6040079930362	636.9087082571027	558.3219058984498	501.9473554990688	637.2049862983365	589.3633581670621
gRNA_5072	RE107	624.0473028503376	578.7217196134269	620.2242333073922	589.1900535207673	528.6733033460814	250.77195733828702	273.75783773085277	181.6034252479777	265.5020776243069	292.6209680409889
gRNA_5294	RE111	529.4050578682959	508.14590014837484	404.12248272587954	515.1106023471035	564.448188534914	859.0458054148933	901.7198953327651	834.6989731894627	741.4748931471552	829.4361946232254
gRNA_493	RE17	149.85022122156607	136.16981637962985	119.64955681914259	168.83223755858242	116.26837686370588	202.17946733502032	211.32183965188636	236.87403293214481	213.36712419989752	175.1604386160849
gRNA_5332	RE111	315.4741499401391	359.5215273925593	291.79840897729673	324.7436406101305	359.7363455099276	524.1047136066621	462.2665242385014	591.0571107449709	480.80012602510845	420.3850526786037
gRNA_629	RE22	234.63389901797845	209.23654711991904	246.62459670884493	232.57502112661865	212.66181751139368	295.0258321626906	301.37375995808793	258.30549305457697	251.98560821797852	290.5602569984467
gRNA_1812	RE46	708.83098064675	528.0731903502718	603.1314394760861	677.0517281686009	508.79836713006335	954.4953393498814	691.5987479516281	725.2857294065196	786.8516118684004	579.0598029543512
gRNA_4219	RE89	733.4773986108233	734.8188261949538	629.9915440681385	602.1108880278016	801.9536763163303	603.9352328977432	479.0762160289924	563.9857926955829	551.2788593581063	503.8438499015618
gRNA_1746	RE45	575.7403236407539	415.98218296460095	450.51720883942465	503.0511568072048	291.16781556466515	653.3954459367825	471.87206240449626	377.87048110604053	613.0684337870358	341.04767754073
gRNA_3594	RE78	151.82193465869193	139.49103141327936	134.3005229602621	136.96084577456432	87.44971935047964	151.8515312602084	205.3183782981396	163.55587988171905	115.85545205424299	142.18906193541008
BRDN0000738372	NT	348.00742165271595	320.4972507471776	334.53039355556194	364.3675330983692	269.30538572704523	346.22149127327515	373.4152962030492	395.9180264722992	391.97761278352215	301.8941677324286
gRNA_1177	RE31	343.0781380599013	267.35781020878545	347.96044585158813	363.5061441312336	309.05525815908146	476.37994663916805	512.6955996099744	481.6438669620278	515.5567616413813	489.4188726037666
gRNA_3473	RE76	315.4741499401391	320.4972507471776	343.07679047121496	380.7339234739461	298.1240432402715	244.6978960878787	268.9550686478554	203.03488537040985	244.26191141436232	155.5836837119342
gRNA_152	RE7	600.3867416048272	529.7337978670967	499.3537626431563	631.3981129104128	509.7921139408643	597.8611716473348	588.3392126671837	521.1228724507187	473.0764292214922	498.69207229520634
gRNA_2318	RE55	853.7519182755015	739.800648745428	865.6279161711439	726.1508992953316	798.9724358839276	483.321730925349	451.46029380175725	604.5927697696649	478.86920182420437	533.7241600184234
gRNA_6472	RE127	411.10225164074376	385.260943903343	378.4832919789204	379.0111455396748	412.4049264823756	483.321730925349	464.6679087800001	498.5634407428953	476.93827762330034	546.0884262736764
gRNA_3013	RE65	450.5365203832611	393.5639814874668	432.20350116302524	427.2489276992698	426.31738183358823	524.1047136066621	519.8997532344705	480.51589537663665	468.2491187192321	559.4830480502005
gRNA_4333	RE91	557.0090459880581	528.9034941086842	614.1196640819257	620.2000563376497	538.6107714540905	386.13675091881566	518.6990609637211	464.7242931811603	477.9037397237524	445.1135851891098
gRNA_5828	RE119	301.672155880258	254.07295007418742	246.62459670884493	218.79279765244866	235.5179941598145	198.70857519192984	246.14191550361764	230.10620341979782	220.12535890306168	345.16909962581434
gRNA_6650	RE129	622.0755894132118	519.770152766148	463.94726113545084	561.6256065724273	432.2798626983937	512.8243141416181	470.6713701337469	558.3459347686271	505.9021406368611	442.0225186252965
gRNA_1543	RE40	695.0289865868689	625.21873008452	583.5968179545935	682.2200619714147	521.7170756704751	521.5015444993443	362.60906576630504	314.70407232413527	437.3543315047673	307.04594533878407
gRNA_481	RE17	703.9016970539353	667.5642217635512	629.9915440681385	758.8836800464853	678.7290717770181	576.1680957530193	582.3357513134368	509.843156596807	622.7230547915561	597.6062023372308
gRNA_894	RE24	437.72038304194297	441.72159947538466	411.4479657964393	384.1794793424886	397.498724320362	206.51808251388343	224.52945463012927	224.466345492842	221.09082100351372	180.31221622244033
gRNA_6991	RE137	295.7570155688804	253.24264631577503	212.43900904623277	314.406973004503	310.04900496988233	302.8353394846442	396.2284493472869	323.7278450072646	335.9808109573047	380.20118734903133
gRNA_7056	RE138	208.01576761677921	181.00621933389823	211.21809520113948	213.6244638496349	220.6117919978009	374.8563514537716	319.38414401932823	253.7936067130123	391.97761278352215	364.745854529965
gRNA_1861	RE48	246.46417964073368	194.29107946849626	202.67169828548643	228.2680762909405	206.69933664658825	354.0309985952287	301.37375995808793	287.6327542747473	302.1896374414838	188.55506039260902
gRNA_2323	RE55	489.97078912577854	438.4003844417351	428.5407596277454	414.32809319223543	477.9922159952353	458.1577628879431	459.86513969700275	531.2746167192391	525.2113826459016	540.9366486673209
BRDN0000738109	NT	352.9367052455306	248.26082376530076	299.1238920478565	248.9414115021955	218.6242983761991	261.18463376755847	211.32183965188636	257.1775214691858	215.29804840080158	273.0442131368382
gRNA_1101	RE30	356.88013211978233	345.4063634995489	272.26378745580405	377.2883676054036	344.83014334791403	268.994141089512	296.5709908750905	310.1921859825706	308.947872144648	234.92105884980796
gRNA_260	RE12	267.1671707305553	278.15175906814636	279.5892705263638	302.34752746460424	260.3616644298371	292.42266305537277	262.9516072941086	208.67474329736567	250.05468401707446	202.98003769040423
gRNA_3898	RE84	816.2893629701099	744.7824712959023	808.2449654517591	805.398684271809	852.6347636671765	636.9087082571027	648.3738262046513	637.3039457460087	632.3776757960763	719.1881538472192
gRNA_7028	RE138	478.1405085030233	421.79430927348756	429.76167347283865	416.9122600936423	482.96095004923984	674.2207987953253	597.9447508331784	644.0717752583557	596.6555780793515	565.6651811778271
gRNA_6211	RE124	240.54903932935605	238.29717866435223	255.17099362449795	264.44641291063675	213.65556432219458	228.2111584081989	262.9516072941086	200.77894219962752	237.50367671119815	226.67821467963927
gRNA_4152	RE88	451.5223771018241	543.0186580016947	449.29629499433133	502.1897678400692	610.1605418317556	491.99896128307523	517.4983686929718	444.42080464411936	415.14870319437074	527.5420268907968
gRNA_3327	RE72	496.87178615571906	457.4973708852198	527.4347810803021	500.4669899057979	448.17981167120814	401.7557655627228	397.4291416180363	359.8229357397819	453.76718721245174	413.1725640297061
gRNA_3346	RE72	485.04150553296387	520.6004565245605	520.1092980097422	515.9719913142392	451.16105210361087	723.6810118343647	718.0139779081139	783.9402518468603	759.8186730557436	805.7380176339905
gRNA_1105	RE30	660.5240014371662	661.7520954546645	711.792771689389	683.0814509385503	732.391399560267	822.6014379124432	715.6125933666152	806.4996835546835	817.7463990828652	861.3772157826292
gRNA_2733	RE61	158.72293168863249	205.08502832785715	131.85869527007551	173.13918239426056	257.3804239974344	185.69272965534057	153.68861065591736	177.09153890641304	162.1976328759402	180.31221622244033
BRDN0000737803	NT	526.4474877126071	493.20043249695203	473.7145718961972	503.9125457743404	579.3543906969276	496.33757646193834	499.4879846317314	468.1082079373338	601.4828885816115	477.0546063485135
gRNA_1385	RE37	216.88847808384563	171.04257423294968	279.5892705263638	250.66418943646676	190.79938767377377	340.14743002286684	355.4049121418089	465.85226476655146	405.4940821898505	488.38851708249547
gRNA_1944	RE49	314.48829322157616	136.16981637962985	145.2887475661017	254.10974530500926	40.743619242837106	251.63968037405965	108.0623043674419	157.9160219547632	204.6779652958293	96.85341899948223
gRNA_3605	RE79	691.0855597126172	630.2005526349942	520.1092980097422	601.249499060666	672.7665909122127	572.6972036099288	587.1385203964343	573.0095653787122	610.1720474856797	535.7848710609655
gRNA_6103	RE123	562.9241862994357	473.273142295055	578.7131625742203	576.2692190137328	589.2918588049366	410.432995920449	410.6367565962792	491.7956112305483	408.39046849120655	642.9418452731586
gRNA_2650	RE60	90.69881810778999	102.95766604313476	96.45219376237004	87.00028568069808	118.2558704853077	95.44953393498814	139.2803034069251	169.19573780867486	122.61368675740717	205.0407487329464
gRNA_4660	RE99	529.4050578682959	494.0307362553644	476.15639958638377	490.991711267306	516.7483416164706	628.2314778993765	578.7336745011888	577.5214517202769	592.7937296775433	512.0866940717306
gRNA_4580	RE97	387.4416903952333	459.15797840204453	584.8177317996867	443.6153180748467	456.1297861576154	608.2738480766062	599.1454431039278	508.71518501141577	685.4780913209378	751.1291750066229
gRNA_5208	RE110	277.02573791618465	323.81846578082707	358.94867045742774	340.24864201857173	344.83014334791403	452.0837016375347	447.8582169895092	402.6858559846462	445.0780283083835	408.02078642335067
gRNA_5846	RE119	554.0514758323693	542.1883542432822	570.1667656585672	586.6058866193604	552.5232268053031	662.9403993302813	566.7267517936953	627.1522014774882	522.3149963445455	501.78313885901963
gRNA_2425	RE57	102.5290987305452	274.00024027608447	184.35799060908704	140.40640164310682	686.6790462634253	83.30141143417147	225.73014690087862	172.57965256484837	98.47713424610654	480.1456729123268
gRNA_2132	RE52	301.672155880258	269.8487214840226	314.99577203406926	276.5058584505355	402.4674583743665	406.0943807415859	419.04160249152466	457.95646366881334	499.1439059336969	508.9956275079172
gRNA_1397	RE37	873.4690526467601	703.2672833752835	819.2331900575988	783.8639600934184	751.2725889654841	696.7815977254135	594.3426740209304	662.1193206246144	626.5849031933642	724.3399314535745
gRNA_2333	RE55	208.01576761677921	171.04257423294968	177.03250753852728	193.81251760551555	239.4929814030181	218.6662050147001	218.5259932763825	191.7551695164982	202.74704109492524	140.1283508928679
gRNA_3903	RE84	579.6837505150056	515.6186339740862	451.7381226845179	570.2394962437835	647.9229206421901	654.263168972555	612.3530580821707	628.2801730628794	572.5190255680508	707.8542431132371
gRNA_2315	RE55	839.9499242156203	707.4188021673453	699.5836332384562	659.8239488258885	726.4289186954616	703.7233820115944	638.7682880386565	726.4137009919108	711.5455680331424	657.3668225709539
gRNA_6392	RE127	235.61975573654138	301.4002643036929	274.70561514599063	288.56530399043424	355.76135826672396	322.7929693074144	333.7924512683205	369.9746800083024	354.3245908658932	334.86554441310346
gRNA_3171	RE68	660.5240014371662	543.0186580016947	489.58645188240996	626.2297791075991	454.1422925360136	553.6072968229312	637.5675957679072	660.9913490392232	619.8266684902001	601.7276244223151
gRNA_1672	RE43	521.5182041197925	471.6125347782302	520.1092980097422	513.3878244128323	510.78586075166515	507.61797592698235	485.07967738273913	588.8011675741885	475.0073534223963	426.5671858062302
BRDN0000738336	NT	659.5381447186032	543.0186580016947	545.7484887567014	539.2294934269011	587.3043651833349	553.6072968229312	534.3080604834627	536.9144746461949	504.93667853640903	513.1170495930016
gRNA_5461	RE112	512.645493652726	598.6490098153239	527.4347810803021	589.1900535207673	609.1667950209547	707.1942741546849	663.9828257243929	714.006013552608	693.2017881245539	578.0294474330801
gRNA_5174	RE110	501.80106974853373	481.57617987917877	483.4818826569435	524.5858809855954	551.5294799945023	418.24250324240256	401.03121843028435	369.9746800083024	415.14870319437074	412.14220850843503
gRNA_2646	RE60	313.5024365030132	395.2245890042915	310.1121166536961	384.1794793424886	447.18606486040727	222.13709715779058	222.12807008863055	259.4334646399681	279.98400913108725	255.52816927522971
gRNA_48	RE4	357.8659888383453	364.5033499430336	400.4597411905997	343.6941978871142	294.1490559970679	427.7874566359014	389.02429572279084	391.4061401307345	363.0137497699614	319.41021159403715
gRNA_1306	RE35	453.49409053894993	440.0609919585599	438.3080703884917	441.8925401405754	408.429939239172	386.13675091881566	503.0900614439795	426.37325927786065	494.3165954314368	471.9028287421581
gRNA_862	RE23	452.50823382038703	465.80040846934355	460.284519600171	473.7639319245935	447.18606486040727	351.42782948791086	338.59522035131795	341.77539037352324	369.77198447312554	392.56545360428436
gRNA_6895	RE135	545.1787653653029	582.8732384054888	634.8751994485117	577.9919969480042	624.0729971829684	366.1791210960454	396.2284493472869	408.325713911602	427.6997105002471	333.8351888918324
gRNA_3377	RE73	207.0299108982163	223.35171101292946	219.7644921167925	217.93140868531304	214.64931113299548	331.4701996651406	232.93430052537474	247.02577720066532	192.12695798995296	326.62270024293474
gRNA_4683	RE100	563.9100430179986	483.2367873960035	489.58645188240996	530.6156037555447	614.1355290749593	393.0785352049966	310.9792981240828	380.1264242768229	432.5270210025072	324.5619892003926
gRNA_2805	RE61	229.70461542516378	302.23056806210525	267.3801320754309	281.67419225334925	347.81138378031676	459.89320895948833	470.6713701337469	513.2270713529805	453.76718721245174	445.1135851891098
gRNA_2366	RE56	761.0813867305856	729.8370036444795	698.3627193933629	706.3389530512122	714.5039569658506	636.0409852213301	643.5710571216539	664.3752637953967	678.7198566177735	693.4292658154419
gRNA_3872	RE84	248.43589307785953	259.05477262466167	205.113525975673	261.86224600922986	249.43044951102715	262.05235680333107	265.3529918356073	230.10620341979782	232.67636620893802	297.7727456473443
gRNA_5915	RE120	637.8492969102188	693.303638274335	689.8163224777098	705.4775640840766	559.4794544809095	666.4112914733718	869.3012040225326	752.3570474559076	606.3101990838717	824.2844170168701
gRNA_870	RE23	370.68212617966344	388.5821589369925	432.20350116302524	428.9717056335411	446.19231804960634	376.59179752531685	369.8132193908011	332.7516176903939	390.04668858261806	392.56545360428436
gRNA_4775	RE103	632.920013317404	543.848961760107	488.3655380373167	563.3483845066985	498.8608990220543	461.62865503103353	511.49490733922494	523.378815621501	500.10936803414893	442.0225186252965
gRNA_5473	RE112	593.4857445748867	636.8429827022933	571.3876795036605	623.6456122061923	571.4044162105204	433.86151788630974	469.47067786299755	455.700520498031	415.14870319437074	472.93318426342915
gRNA_7045	RE138	418.98910538924724	479.915572362354	450.51720883942465	415.1894821593711	390.54249664475566	626.4960318278312	684.394594327132	759.1248769682546	647.8250694033087	575.968736390538
gRNA_3490	RE76	357.8659888383453	329.63059208971373	351.62318738686804	372.98142276972544	425.32363502278736	243.83017305210606	267.75437637710604	204.162856955801	215.29804840080158	263.7710134453984
gRNA_2489	RE57	169.56735559282475	196.7819907437334	144.0678337210084	173.13918239426056	151.04951524173757	175.28005322606913	180.10384061240316	196.26705585806286	238.46913881165017	197.8282600840488
gRNA_3271	RE71	383.4982635209816	484.89739491282825	454.1799503747045	437.5855953048973	504.82337988685975	417.37478020662996	541.5122141079588	580.9053664764504	460.5254219156159	624.395445890279
gRNA_1985	RE49	517.5747772455406	441.72159947538466	444.41263961395816	428.1103166664054	476.9984691844344	577.9035418245645	596.7440585624291	663.2472922100055	615.9648200883919	645.0025563157008
gRNA_4838	RE105	446.5930935090094	400.2064115547658	362.61141199270764	351.44669859133484	434.2673563199955	633.4378161140122	621.9585962481656	525.6347587922833	606.3101990838717	565.6651811778271
BRDN0000737722	NT	535.3201981796735	570.4186820293031	604.3523533211794	528.8928258212735	576.3731502645248	562.2845271806574	613.5537503529201	707.238184040261	617.895744289296	778.9487740809421
gRNA_1606	RE42	264.2096005748665	274.8305440344968	266.1592182303376	259.27807910782303	205.70558983578732	242.09472698056084	252.14537685736443	280.8649247624003	325.3607278523324	209.16217081803077
gRNA_1794	RE46	767.9823837605261	565.4368594788289	549.4112302919813	609.8633887320223	395.5112306987602	737.5645804067266	493.48452327798464	454.57254891263983	612.1029716865838	386.38332047665784
gRNA_6233	RE125	261.2520304191777	281.47297410179584	286.91475359692356	293.733637793248	361.7238391315294	152.71925429598102	186.10730196614992	160.17196512554554	149.64662557006386	139.09799537159682
gRNA_1450	RE38	793.6146584431624	704.0975871336958	658.0725625052843	746.8242345065865	760.2163102626923	643.8504925432836	566.7267517936953	683.5507807470465	630.4467515951723	494.57065021012204
gRNA_1232	RE32	383.4982635209816	321.32755450558994	355.2859289221479	308.3772502345536	328.9301943750996	646.4536616506015	570.3288286059433	552.7060768416712	646.8596073028567	619.2436682839236
gRNA_1405	RE38	698.9724134611207	651.788450353716	642.2006825190714	722.7053434267891	584.3231247509322	924.9927561336124	762.43959192584	787.3241666030337	827.4010200873854	736.7041977088276
gRNA_994	RE27	283.9267349461252	402.6973228300029	371.15780890836066	403.1300366194723	313.03024540228506	344.4860452017299	379.418757556796	321.47190183648223	367.8410602722215	479.1153173910557
gRNA_5872	RE120	354.9084186826565	349.5578822916108	406.5643104160661	315.2683619716386	289.18032194306335	161.3964846537072	186.10730196614992	179.34748207719537	222.05628310396574	246.25496958378992
gRNA_6979	RE137	595.4574580120126	508.9762039067872	518.888384164649	596.9425542249878	478.9859628060362	458.1577628879431	366.2111425785531	461.3403784249868	408.39046849120655	402.86900881699523
gRNA_3234	RE70	577.7120370778797	546.3398730353441	640.9797686739781	587.467275586496	497.8671522112534	532.7819439643883	506.69213825622757	525.6347587922833	624.6539789924601	557.4223370076584
gRNA_4397	RE93	391.3851172694851	535.5459241759833	616.5614917721123	463.427264318966	619.1042631289638	390.4753660976788	493.48452327798464	522.2508440361098	580.242722371667	541.967004188592
gRNA_4370	RE93	580.6696072335685	725.6854848524176	660.5143901954708	630.5367239432773	699.5977548038371	412.16844199199426	545.1142909202068	390.27816854534336	469.21458081968416	443.05287414656766
gRNA_1161	RE31	594.4716012934496	552.9823031026432	489.58645188240996	631.3981129104128	622.0855035613665	511.95659110584546	505.4914459854782	462.468350010378	479.8346639246564	395.6565201680976
gRNA_2648	RE60	1034.1636977725184	1124.2312888903587	870.511571551517	939.7753631449665	1201.439894258294	703.7233820115944	689.1973634101294	627.1522014774882	631.4122136956244	704.7631765494239
gRNA_5382	RE111	567.8534698922504	543.848961760107	551.8530579821678	528.8928258212735	471.035988319629	598.7288946831075	594.3426740209304	665.5032353807878	677.7543945173215	695.4899768579841
gRNA_160	RE8	371.66798289822634	347.06697101637366	343.07679047121496	365.22892206550483	387.56125621235293	443.40647127980856	435.85129428201566	349.6711914712614	417.07962739527477	401.83865329572416
gRNA_4746	RE103	241.534896047919	259.885076383074	197.78804290511326	229.12946525807615	251.41794313262895	237.75611180169773	208.92045511038765	253.7936067130123	227.8490557066779	253.46745823268753
BRDN0000737395	NT	121.26037638324097	102.12736228472238	74.47574455069079	78.38639600934184	85.46222572887783	144.04202393825483	139.2803034069251	151.14819244241622	129.37192146057134	116.43017390363289
gRNA_1104	RE30	429.83352929343954	414.3215754477762	363.8323258378009	469.4569870889154	431.28611588759276	476.37994663916805	347.0000662465634	425.2452876924695	404.5286200893985	343.10838858327213
gRNA_1153	RE30	684.1845626826766	678.3581706229121	653.1889071249111	673.6061723000585	717.4851973982534	753.1835950506337	721.616054720362	674.5270080639172	718.3038027363066	648.0936228795141
BRDN0000738115	NT	624.0473028503376	620.2369075340457	555.5157995174477	671.0220053986516	632.0229716693756	872.0616509514825	863.2977426687858	929.4485863623206	896.9142913199312	843.8611719210207
gRNA_1330	RE35	482.08393537727505	530.564101625509	518.888384164649	492.7144892015773	579.3543906969276	486.7926230684395	530.7059836712147	506.45924184063347	544.520624654942	530.63309345461
gRNA_3030	RE66	126.18965997605564	130.35769007074322	119.64955681914259	160.21834788722617	161.98073016054752	276.8036484114656	260.5502227526099	256.04954988379467	255.8474566197866	202.98003769040423
gRNA_1162	RE31	830.091357029991	786.2976592165212	810.6867931419457	885.5078582154221	785.0599805327149	722.813288798592	715.6125933666152	771.5325644075574	778.1624529643321	647.063267358243
gRNA_6087	RE123	488.9849324072156	543.0186580016947	482.2609688118502	503.9125457743404	721.460184641457	684.6334752245967	732.4222851571062	681.2948375762642	676.7889324168694	836.6486832721231
gRNA_5509	RE112	313.5024365030132	321.32755450558994	278.3683566812705	310.9614171359605	380.6050285367466	289.8194939480549	331.3910667268218	363.2068504959554	326.32618995278443	356.5030103597963
gRNA_2166	RE53	453.49409053894993	401.86701907159056	427.3198457826521	463.427264318966	437.2485967523982	392.21081216922397	459.86513969700275	457.95646366881334	449.9053388106436	327.6530557642058
gRNA_5635	RE114	615.1745923832713	596.9884022984992	566.5040241232873	579.7147748822754	567.4294289673168	603.9352328977432	620.7579039774162	655.3514911122674	597.6210401798035	617.1829572413815
gRNA_4073	RE87	545.1787653653029	576.2308083381897	535.981177995955	527.1700478870023	609.1667950209547	385.269027883043	359.00698895405696	401.55788439925504	425.768786299343	489.4188726037666
gRNA_4475	RE95	429.83352929343954	385.260943903343	496.9119349529697	396.2389248823873	441.2235839956018	302.8353394846442	304.975836770336	298.9124701286589	325.3607278523324	350.3208772321698
BRDN0000737852	NT	762.0672434491485	791.2794817669954	689.8163224777098	705.4775640840766	843.6910423699684	799.1729159465825	787.6541296115764	842.5947742872008	861.1921936032063	856.2254381762738
